reaction_id,reaction_smiles
ord-fcabb4c4c9ce4f8391f1ae8cee76dd13,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.CC(C)(C)[O-].CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-55c41fa710c44b9ca0891bf050ef6caf,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-e1dfae1aeb084923b603d918edc90fa4,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-6c143b1fed7e4d0cbb6cc734fc262d41,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.C[Si](C)(C)[O-].O=C1[CH](=Cc2ccccc2)[Pd]2[CH](=Cc3ccccc3)C(=O)[CH](=Cc3ccccc3)[Pd]([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-a42ceb378e1147f5acb48153ee9d3fc8,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.O=C1[CH](=Cc2ccccc2)[Pd]2[CH](=Cc3ccccc3)C(=O)[CH](=Cc3ccccc3)[Pd]([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-57650216c70246c2b9a0399460727f48,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.C[Si](C)(C)[O-].O=C1[CH](=Cc2ccccc2)[Pd]2([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-c02b1bcb3eae48dca3f157480b3dab0f,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.O=C1[CH](=Cc2ccccc2)[Pd]2([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-34d3e408396f48389256571624b3900e,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(=O)[O][Pd][O]C(C)=O.CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-0297e1e406f84ebea43b2bd3e51fbd59,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(=O)[O][Pd][O]C(C)=O.CC(C)(C)[O-].CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-0740aaae1c8f4e6abd5a4858ab1f1feb,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.C[CH](=Cc1ccccc1)[Pd]1[Cl][Pd]([CH](C)=Cc2ccccc2)[Cl]1.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-10dccd29d1cc455491438851858d9494,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].CC(C)[Si](Oc1ccccc1P(C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2)(C(C)C)C(C)C.COCCOCCOC.C[CH](=Cc1ccccc1)[Pd]1[Cl][Pd]([CH](C)=Cc2ccccc2)[Cl]1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-aa4b1d927388473cae1630f3ee8a5855,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.C[Si](C)(C)[O-].Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1.[Cu][I].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-a0922a6a7c704c54828d9a41c6b648b6,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1.[Cu][I].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-4bdd853a8dd0448992a0882a10b84f47,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.COCCOCCOC.C[Si](C)(C)[O-].Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-5fd54e12c40046e99cee9f8fb93d5212,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.CC(C)(C)[O-].COCCOCCOC.Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-302a4824e5ed4c918c47c9f8366e4397,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.COCCOCCOC.C[Si](C)(C)[O-].Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-ea78ecac59104071ac7afa6262413179,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.COCCOCCOC.Cc1ccc(P(c2ccc(C)cc2)c2ccc(C)cc2)cc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-5c3a41dee492478e84b719da213f7585,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.C[Si](C)(C)[O-].[Cu][I].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-eeb7e6407212419fa3c304e8c5d7990d,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.[Cu][I].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-2df20799aba143ea97cb93c7dcdb877c,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-7f0bc8e7c81e4f44ab797ada7bfd8c28,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.CC(C)(C)[O-].COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-602e56e43fbf4b13882b01b3efbeefe6,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-0b91e32d2da24ce7a8b952cd879097e3,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-03c05a4123124848b759fd14a0008bbd,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.C[Si](C)(C)[O-].O=C1[CH](=Cc2ccccc2)[Pd]2[CH](=Cc3ccccc3)C(=O)[CH](=Cc3ccccc3)[Pd]([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-7c35713469754d3fafb6bf86457bd2a4,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.O=C1[CH](=Cc2ccccc2)[Pd]2[CH](=Cc3ccccc3)C(=O)[CH](=Cc3ccccc3)[Pd]([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-47ddad574ab144448f6817c4d6bc146d,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.C[Si](C)(C)[O-].O=C1[CH](=Cc2ccccc2)[Pd]2([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-aaa851314498476e8a25eda7daa07ace,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.O=C1[CH](=Cc2ccccc2)[Pd]2([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-8ced0ba85e644b6fbb7221402b3d294c,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(=O)[O][Pd][O]C(C)=O.COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-a6a4f75e36d04ca7886eda65c8055ebc,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(=O)[O][Pd][O]C(C)=O.CC(C)(C)[O-].COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-14089aaafa36414db286caeb4b24fef2,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.C[CH](=Cc1ccccc1)[Pd]1[Cl][Pd]([CH](C)=Cc2ccccc2)[Cl]1.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-0459283dd65a452fb27a5d8e5544034d,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.CP(C(C)(C)C)C(C)(C)C.C[CH](=Cc1ccccc1)[Pd]1[Cl][Pd]([CH](C)=Cc2ccccc2)[Cl]1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-bee417259b6b4734bc51ffdcaeb4919d,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.C[Si](C)(C)[O-].[Cu][I].[Na+].c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-aa8e37eada574c0fb88e05dffc3f8820,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.[Cu][I].[Na+].c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-c9616ac72fd046ceb66943a927662b87,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.COCCOCCOC.C[Si](C)(C)[O-].[Na+].c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-040e2be8262b4da1b99f42d40c2cfe40,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.CC(C)(C)[O-].COCCOCCOC.[Na+].c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-1f5fa293a65c420cb91adbeddca71c61,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.COCCOCCOC.C[Si](C)(C)[O-].[Na+].c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-79d33a5d51794c99a2c24cb8cd03c470,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.COCCOCCOC.[Na+].c1ccc(P(CCCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-8098b1ef9da346e7b8b7639c5b4ee422,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.C[Si](C)(C)[O-].[Cu][I].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-f67cee467ac14a339c8155ddd54e2840,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.[Cu][I].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-94afc914f1604d42a74cbf110e2aedd6,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-0a2792df1c1e4b97873e3b009466bf72,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.CC(C)(C)[O-].COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-9ba3a5361aa34352a14af8fe3a9d38ec,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-b32cbc83aa8f4ffbbc4f1628abe985da,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-14a34eb303994912b9dd28b01ea0108b,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.C[Si](C)(C)[O-].O=C1[CH](=Cc2ccccc2)[Pd]2[CH](=Cc3ccccc3)C(=O)[CH](=Cc3ccccc3)[Pd]([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-495fc35fde974682a2f23726b50ec8a7,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.O=C1[CH](=Cc2ccccc2)[Pd]2[CH](=Cc3ccccc3)C(=O)[CH](=Cc3ccccc3)[Pd]([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-4217bc40d90d41e8aac91955e7f1213f,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.C[Si](C)(C)[O-].O=C1[CH](=Cc2ccccc2)[Pd]2([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-a66b3970127e44d6846aeb2e90b1406b,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.O=C1[CH](=Cc2ccccc2)[Pd]2([CH]1=Cc1ccccc1)[CH](=Cc1ccccc1)C(=O)[CH]2=Cc1ccccc1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-5a7244c7579946bf8a49fecd9edb7388,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(=O)[O][Pd][O]C(C)=O.COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-80531de05f9b4928a960830953208971,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(=O)[O][Pd][O]C(C)=O.CC(C)(C)[O-].COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-a2ebc88e9f514b84b930d77865ff5321,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.C[CH](=Cc1ccccc1)[Pd]1[Cl][Pd]([CH](C)=Cc2ccccc2)[Cl]1.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-1f827fd62bce4d1590bc976d8acb014a,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>CC(C)(C)[O-].COCCOCCOC.COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c2ccc3c(c2-c2c(P(c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)c4cc(C(C)(C)C)c(OC)c(C(C)(C)C)c4)ccc4c2OCO4)OCO3)cc1C(C)(C)C.C[CH](=Cc1ccccc1)[Pd]1[Cl][Pd]([CH](C)=Cc2ccccc2)[Cl]1.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-7056cde23c9b4ab89b7ea7f8a7e1f4b3,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1CCC(P(CCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1.COCCOCCOC.C[Si](C)(C)[O-].[Cu][I].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-8b521256410c406e82ed784b82ab28ee,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1CCC(P(CCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1.CC(C)(C)[O-].COCCOCCOC.[Cu][I].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-325f67a5d0c0499c890fb094b9f8fc99,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.C1CCC(P(CCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1.COCCOCCOC.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-14bd74750b2f4bb3885584267375ab83,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1=[CH]2CCC=[CH](CC1)[Ni]21[CH]2=CCC[CH]1=CCC2.C1CCC(P(CCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1.CC(C)(C)[O-].COCCOCCOC.[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
ord-1065cc139ee04f42b3cd12eaa1d00781,C1COCCN1.FC(F)(F)c1ccc(Br)cc1>C1CCC(P(CCP(C2CCCCC2)C2CCCCC2)C2CCCCC2)CC1.CC(C)(C)c1ccc(C=[CH](c2ccc(C(C)(C)C)cc2)[Ni]([CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)[CH](=Cc2ccc(C(C)(C)C)cc2)c2ccc(C(C)(C)C)cc2)cc1.COCCOCCOC.C[Si](C)(C)[O-].[Na+]>FC(F)(F)c1ccc(N2CCOCC2)cc1
